id,name,glottocode,iso639_3,macroarea,latitude,longitude,family
359,Tungag / Tungak / Lavongai,tung1290,lcm,Papunesia,-2.52188,150.198,Austronesian
360,Dayak Ngaju,ngaj1237,nij,Papunesia,-1.58463,112.794,Austronesian
361,Hainan Cham,tsat1238,huq,Eurasia,18.3192,109.336,Austronesian
362,Indonesian,indo1316,ind,Papunesia,-7.33458,109.716,Austronesian
363,Sisingga,sisi1250,baa,Papunesia,-7.0,156.83,Austronesian
364,Siar,siar1238,sjr,Papunesia,-4.62059,152.892,Austronesian
365,Kokota,koko1269,kkk,Papunesia,-8.16481,159.191,Austronesian
366,Takia,taki1248,tbc,Papunesia,-4.69057,145.975,Austronesian
367,Sudest,sude1239,tgo,Papunesia,-11.5229,153.488,Austronesian
368,Nalik,nali1244,nal,Papunesia,-2.94411,151.332,Austronesian
369,Basay TsYM91,basa1287,byq,Papunesia,25.0046,121.857,Austronesian
370,Nalik,nali1244,nal,Papunesia,-2.94411,151.332,Austronesian
371,Phan Rang Cham (Eastern Cham),east2563,cjm,Eurasia,11.2853,108.49,Austronesian
372,Madara,mand1440,tbf,Papunesia,-2.7828,151.956,Austronesian
373,Savosavo,savo1255,svs,Papunesia,-9.12853,159.814,Savosavo
374,Diodio,diod1237,ddi,Papunesia,-9.38654,150.168,Austronesian
375,Vaeakau-Taumako,pile1238,piv,Papunesia,-10.173335,166.247188,Austronesian
376,Mwotlap,motl1237,mlv,Papunesia,-13.655015,167.706277,Austronesian
377,Haku,hako1237,hao,Papunesia,-5.06832,154.594,Austronesian
378,Japhug Rgyalrong,jiar1240,jya,Eurasia,31.60295,102.22875,Sino-Tibetan
379,Sou Amana Teru,tule1244,tlu,Papunesia,-3.57785,128.31,Austronesian
380,Vilirupu,sina1266,snc,Papunesia,-9.79791,147.861,Austronesian
381,Wedau,weda1241,wed,Papunesia,-10.1246,150.172,Austronesian
382,Tolai,kuan1248,ksd,Papunesia,-4.30986,152.114,Austronesian
383,Madak,mada1285,mmx,Papunesia,-3.34342,151.967,Austronesian
384,Kara (West),west2524,leu,Papunesia,,,Austronesian
385,Lihir (Sunglik),lihi1237,lih,Papunesia,-3.18895,152.606,Austronesian
386,Lunga Lunga  (Minigir),mini1251,vmg,Papunesia,-4.31803,152.005,Austronesian
387,Barok,baro1253,bjk,Papunesia,-3.47672,152.193,Austronesian
388,Kandas,kand1301,kqw,Papunesia,-4.3652,152.781,Austronesian
389,Tagalog,taga1270,tgl,Papunesia,14.06,121.747,Austronesian
390,Torau,tora1259,ttu,Papunesia,-6.19922,155.496,Austronesian
391,Tiang,tian1237,tbj,Papunesia,-2.95505,150.935,Austronesian
392,Bilur,bilu1244,bxf,Papunesia,-4.39732,152.334,Austronesian
393,Kuni,kuni1263,kse,Papunesia,-8.66368,146.874,Austronesian
394,Maututu,maut1237,nak,Papunesia,,,Austronesian
395,Lala,lala1268,nrz,Papunesia,-8.93195,146.749,Austronesian
396,Doura,tour1243,don,Papunesia,-9.10008,146.988,Austronesian
397,Gabadi,abad1241,kbt,Papunesia,-9.03389,146.992,Austronesian
398,Solos,solo1257,sol,Papunesia,-5.41042,154.624,Austronesian
399,Megiar,megi1245,tbc,Papunesia,,,Austronesian
400,Matukar,matu1261,mjk,Papunesia,-4.9078,145.779,Austronesian
401,Riwo,geda1237,gdd,Papunesia,-5.18175,145.781,Austronesian
402,Bilibil,bilb1241,brz,Papunesia,-5.26505,145.764,Austronesian
403,Tetun Terik (Fehan dialect),tetu1245,tet,Papunesia,-9.11217,125.528,Austronesian
404,Saliba,sali1295,sbe,Papunesia,-10.6148,150.727,Austronesian
405,Pangasinan,pang1290,pag,Papunesia,15.9377,120.365,Austronesian
406,Chru,chru1239,cje,Eurasia,11.6625,108.529,Austronesian
407,"Hmong, White",hmon1333,mww,Eurasia,21.5461,103.164,Hmong-Mien
408,Tagalog (Anthony dela Paz),taga1270,tgl,Papunesia,14.06,121.747,Austronesian
409,Agta,cent2084,agt,Papunesia,17.9571,121.857,Austronesian
410,"Atta, Pamplona",pamp1244,att,Papunesia,18.4738,121.3,Austronesian
411,Balangaw,bala1310,blw,Papunesia,17.0994,121.272,Austronesian
412,"Batak, Palawan",bata1301,bya,Papunesia,10.1115,119.025,Austronesian
413,"Bilaan, Koronadal",koro1310,bpr,Papunesia,6.20529,125.007,Austronesian
414,"Bilaan, Sarangani",sara1326,bps,Papunesia,6.03691,125.354,Austronesian
415,Binukid,binu1244,bkd,Papunesia,8.15933,124.892,Austronesian
416,"Bontok, Guina-ang",guin1256,lbk,Papunesia,,,Austronesian
417,"Dumagat, Casiguran",casi1235,dgc,Papunesia,16.2176,121.878,Austronesian
418,Gaddang,gadd1244,gad,Papunesia,16.5468,121.177,Austronesian
419,"Ifugao, Amganad",amga1235,ifa,Papunesia,16.9016,121.042,Austronesian
420,"Ifugao, Batad",bata1298,ifb,Papunesia,16.8266,121.23,Austronesian
421,"Ifugao, Bayninan",kele1259,ify,Papunesia,16.7099,121.035,Austronesian
422,"Ilongot, Kakiduge:n",ilon1239,ilk,Papunesia,16.3785,121.547,Austronesian
423,Inibaloi,ibal1244,ibl,Papunesia,16.4263,120.695,Austronesian
424,"Isneg, Dibagat-Kabugao-Isneg",isna1241,isd,Papunesia,18.2139,121.16,Austronesian
425,Itbayaten,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
426,"Itneg, Binongan",bino1237,itb,Papunesia,17.5972,120.876,Austronesian
427,"Ivatan, Basco Dialect",ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
428,Kalagan,kala1388,kqe,Papunesia,6.8126,125.328,Austronesian
429,"Kalinga, Guinaang, Lubuagan Dialect",lubu1243,knb,Papunesia,17.3879,121.0365,Austronesian
430,"Kallahan, Kayapa Proper",kaya1320,kak,Papunesia,16.321,120.9,Austronesian
431,"Kallahan, Keleyqiq",kele1259,ify,Papunesia,16.7099,121.035,Austronesian
432,"Kankanay, Northern",nort2877,xnn,Papunesia,17.1057,120.786,Austronesian
433,Mamanwa,mama1275,mmn,Papunesia,9.44744,125.548,Austronesian
434,"Manobo, Ata (up-river)",atam1240,atd,Papunesia,7.7789,125.499,Austronesian
435,"Manobo, Ata (down-river)",atam1240,atd,Papunesia,7.7789,125.499,Austronesian
436,"Manobo, Dibabawon",diba1242,mbd,Papunesia,7.85664,126.018,Austronesian
437,"Manobo, Ilianen (Kibudtungan Dialect)",ilia1236,mbi,Papunesia,7.34448,124.766,Austronesian
438,"Manobo, Kalamansig Cotabato (Paril Dialect)",cota1241,mta,Papunesia,6.39417,124.234,Austronesian
439,"Manobo, Sarangani, Kayaponga Dialect",sara1327,mbs,Papunesia,5.84903,125.499,Austronesian
440,"Manobo, Tigwa, Iglogsad Dialect",mati1250,mbt,Papunesia,7.72124,125.16,Austronesian
441,"Manobo, Western Bukidnon",west2555,mbb,Papunesia,7.6682,124.825,Austronesian
442,Mansaka,mans1262,msk,Papunesia,6.79221,126.181,Austronesian
443,"Samal, Siasi Dialect",cent2092,sml,Papunesia,7.004574,118.455978,Austronesian
444,"Sambal, Botolan",boto1242,sbl,Papunesia,15.2315,120.164,Austronesian
445,"Sangil, Saragani Islands",sang1337,snl,Papunesia,5.40229,125.378,Austronesian
446,"Sangir, Tabukang Dialect",sang1336,sxn,Papunesia,3.50554,125.56523,Austronesian
447,"Subanun, Sindangan",cent2089,syb,Papunesia,8.12701,123.018,Austronesian
448,"Subanon, Siocon",west2557,suc,Papunesia,7.79964,122.341,Austronesian
449,Tagabili,tbol1240,tbl,Papunesia,6.20377,124.538,Austronesian
450,"Tagbanwa, Aborlan Dialect",cent2090,tgt,Papunesia,10.6519,119.338,Austronesian
451,"Tagbanwa, Kalamian, Coron Island Dialect",cala1258,tbk,Papunesia,12.0716,120.094,Austronesian
452,"Tausug, Jolo Dialect",taus1251,tsg,Papunesia,5.12236,118.88,Austronesian
453,Nahavaq,sout2857,sns,Papunesia,-16.5116,167.477,Austronesian
454,Amami,nort2935,ryn,Eurasia,28.20991,129.45346,Japonic
455,Miyako,miya1259,mvi,Eurasia,24.7564,125.363,Japonic
456,Avava,katb1237,tmb,Papunesia,-16.2701,167.484,Austronesian
457,Naman,litz1237,lzl,Papunesia,-16.1331,167.415,Austronesian
458,Iranun,iran1262,ill,Papunesia,4.3362,118.224,Austronesian
459,Nese,nese1235,,Papunesia,-15.952608,167.222769,Austronesian
460,Tape,mara1399,mrs,Papunesia,-16.0695,167.33,Austronesian
461,Fataluku,fata1247,ddg,Papunesia,-8.49464,127.08,Timor-Alor-Pantar
462,Makasae,maka1316,mkz,Papunesia,-8.65843,126.507,Timor-Alor-Pantar
463,Sye (Erromangan),siee1239,erg,Papunesia,-18.8181,169.166,Austronesian
464,Ura,urav1235,uur,Papunesia,-18.6747,169.084,Austronesian
465,Araki (Southwest Santo),arak1252,akr,Papunesia,-15.632997,166.952542,Austronesian
466,Surigaonon,suri1273,sgd,Papunesia,9.0,126.0,Austronesian
467,Ilonggo,hili1240,hil,Papunesia,10.4018,122.974,Austronesian
468,Melayu,stan1306,zsm,Eurasia,3.08896,101.699,Austronesian
469,Tolo,tolo1254,tlr,Papunesia,,,Austronesian
470,Merei,mere1242,lmb,Papunesia,-15.2839,166.905,Austronesian
471,Iaai,iaai1238,iai,Papunesia,-20.6301,166.59,Austronesian
472,Nehan,neha1247,nsn,Papunesia,-4.56875,154.2,Austronesian
473,Simbo,simb1256,sbb,Papunesia,-8.26947,156.541,Austronesian
474,Uruava,urua1242,urv,Papunesia,-6.23314,155.573,Austronesian
475,Namakir,nama1268,nmk,Papunesia,-16.8979,168.569,Austronesian
476,Orkon,orko1234,fnb,Papunesia,-16.210501,168.212109,Austronesian
477,Kwamera,kwam1252,tnk,Papunesia,-19.5954,169.442,Austronesian
478,Low Malay (1773),stan1306,zsm,Eurasia,3.08896,101.699,Austronesian
479,Maori (1773),maor1246,mri,Papunesia,-38.2881,176.541,Austronesian
480,Guguyimidjir (1773),gugu1255,kky,Australia,-14.9424,144.831,Pama-Nyungan
481,Tahiti (1773),tahi1242,tah,Papunesia,-17.6485,-149.45,Austronesian
482,Savu (1773),sabu1255,hvn,Papunesia,-10.5522,121.847,Austronesian
483,Butuanon,butu1244,btw,Papunesia,8.87009,125.418,Austronesian
484,Neve'ei,vinm1237,vnm,Papunesia,-16.2253,167.427,Austronesian
485,Nāti,nati1244,,Papunesia,-16.468709,167.496054,Austronesian
486,Lamalera (lembata),lama1278,lmr,Papunesia,-8.53225,123.442,Austronesian
487,Kadorih,otda1235,otd,Papunesia,-0.3955,113.469,Austronesian
488,Dayak Bakatiq-Sara/Riok,beka1241,bei,Papunesia,1.3307,109.576,Austronesian
489,Bajo,indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
490,Inabaknon,inab1237,abx,Papunesia,12.4264,124.166,Austronesian
491,Mapun,mapu1244,sjm,Papunesia,6.09061,118.75,Austronesian
492,Enggano (Malakoni Village),engg1245,eno,Papunesia,-5.38846,102.245,Austronesian
493,Enggano (Banjar Sari),engg1245,eno,Papunesia,-5.38846,102.245,Austronesian
494,S.W. Palawano,sout2916,plv,Papunesia,8.67624,117.36,Austronesian
495,Bundu Dusun (Central Dusun),cent2100,dtp,Papunesia,6.02998,116.681,Austronesian
496,Tonsea,tons1240,txs,Papunesia,1.51393,125.052,Austronesian
497,Biliau,awad1244,bcu,Papunesia,-5.59896,146.355,Austronesian
498,Pingilapese,ping1243,pif,Papunesia,6.20743,160.711,Austronesian
499,Sonsorolese,sons1243,sov,Papunesia,,,Austronesian
500,Arosi,aros1241,aia,Papunesia,-10.2441,161.432,Austronesian
501,Äiwoo,ayiw1239,nfl,Papunesia,-10.30387,166.32344,Austronesian
502,Nanggu,nang1262,ngr,Papunesia,-10.7441,165.887,Austronesian
503,Ende,ende1246,end,Papunesia,-8.70998,121.555,Austronesian
504,"Malo, Santa Cruz",malo1246,ntu,Papunesia,,,Austronesian
505,"Lwepe, Santa Cruz",natu1246,ntu,Papunesia,-10.6771,165.835,Austronesian
506,Tetun (Dili),tetu1246,tdt,Papunesia,-8.58405,125.583,Austronesian
507,Melayu Sarawak (dialect),mala1479,zlm,Eurasia,1.85856,103.0,Austronesian
508,Kubokota,kubo1244,ghn,Papunesia,,,Austronesian
509,Luqa,lung1249,lga,Papunesia,-8.17469,156.573,Austronesian
510,Sivisa Titan,tita1241,ttv,Papunesia,-2.18168,146.888,Austronesian
511,Gumawana,guma1254,gvs,Papunesia,-9.28497,150.762,Austronesian
512,Western Fijian (Navosa),west2519,wyy,Papunesia,-17.8355,177.657,Austronesian
513,Waray-Waray,wara1300,war,Papunesia,11.4911,125.012,Austronesian
514,Kahua (Mami),kahu1241,agw,Papunesia,-10.6963,162.191,Austronesian
515,Kahua,kahu1241,agw,Papunesia,-10.6963,162.191,Austronesian
516,Tawaroga,kahu1241,agw,Papunesia,-10.6963,162.191,Austronesian
517,Fagani,faga1239,faf,Papunesia,-10.4479,161.662,Austronesian
518,Ughele,ughe1237,uge,Papunesia,-8.45725,157.341,Austronesian
519,Lavukaleve,lavu1241,lvk,Papunesia,-9.05569,159.119,Lavukaleve
520,Lengo (Paripao),pari1257,lgr,Papunesia,,,Austronesian
521,Nduke,duke1237,nke,Papunesia,-7.97768,157.064,Austronesian
522,Babatana (Katazi),kata1267,baa,Papunesia,,,Austronesian
523,Mbilua (Ndovele),bilu1245,blb,Papunesia,-7.92388,156.663,Bilua
524,Mbilua,bilu1245,blb,Papunesia,-7.92388,156.663,Bilua
525,Ghanongga,ghan1242,ghn,Papunesia,-8.02035,156.552,Austronesian
526,Mbaniata (Lokuru),touo1238,tqu,Papunesia,-8.58405,157.296,Touo
527,Mbaniata,touo1238,tqu,Papunesia,-8.58405,157.296,Touo
528,Kusaghe,kusa1251,ksg,Papunesia,-8.04056,157.463,Austronesian
529,Mono (Fauro),faur1237,mte,Papunesia,,,Austronesian
530,Mono (Alu),aluu1243,mte,Papunesia,,,Austronesian
531,Lengo (Ghaimuta),ghai1237,lgr,Papunesia,,,Austronesian
532,Dori'o,dori1246,dor,Papunesia,-9.11536,160.897,Austronesian
533,Sa'a (Ulawa),ulaw1237,apb,Papunesia,,,Austronesian
534,Sa'a (Uki Ni Masi),ukin1237,apb,Papunesia,,,Austronesian
535,Vangunu,vang1243,mpr,Papunesia,-8.66826,157.997,Austronesian
536,Babatana (Avasö),avas1237,baa,Papunesia,,,Austronesian
537,Ghari (Nggae),gaee1238,gri,Papunesia,,,Austronesian
538,Ghari (Ndi),ndii1241,gri,Papunesia,,,Austronesian
539,Ghari (Nggeri),geri1237,gri,Papunesia,,,Austronesian
540,Ghari (Tandai),tand1254,gri,Papunesia,,,Austronesian
541,Ghari (Nginia),ngin1246,gri,Papunesia,,,Austronesian
542,Malango,mala1484,mln,Papunesia,-9.61383,160.118,Austronesian
543,Talise (Koo),kooo1245,tlr,Papunesia,,,Austronesian
544,Talise (Malagheti),mala1483,tlr,Papunesia,,,Austronesian
545,Talise (Moli),moli1247,tlr,Papunesia,,,Austronesian
546,Talise (Poleo),pole1240,tlr,Papunesia,,,Austronesian
547,Talise,tali1259,tlr,Papunesia,-9.76764,160.231,Austronesian
548,Mbirao,bira1254,brr,Papunesia,-9.73716,160.52,Austronesian
549,Langalanga,wala1266,lgl,Papunesia,-8.81936,160.741,Austronesian
550,Kwai,gula1270,gmb,Papunesia,-8.74742,161.023,Austronesian
551,Varisi (Ghone),bare1273,vrs,Papunesia,,,Austronesian
552,Babatana (Lömaumbi),loma1262,baa,Papunesia,,,Austronesian
553,Laghu (Samasodu),lagh1246,lgb,Papunesia,-8.00509,158.961,Austronesian
554,Mbareke,bare1273,mpr,Papunesia,,,Austronesian
555,Nggao (Poro),gaoo1237,gga,Papunesia,-8.35163,159.789,Austronesian
556,Fagani (Rihu'a),rihu1237,faf,Papunesia,,,Austronesian
557,Oroha,oroh1237,ora,Papunesia,-9.7386,161.513,Austronesian
558,Santa Catalina,sant1413,stn,Papunesia,,,Austronesian
559,Bellona,mung1270,mnv,Papunesia,,,Austronesian
560,Kazukuru,kazu1245,kzk,Papunesia,-8.23886,157.687,Austronesian
561,Longgu,long1395,lgu,Papunesia,-9.75258,160.663,Austronesian
562,Lungga,lung1249,lga,Papunesia,-8.17469,156.573,Austronesian
563,Lengo,leng1259,lgr,Papunesia,-9.56425,160.42,Austronesian
564,Mbaelelea,bael1237,bvc,Papunesia,-8.41627,160.721,Austronesian
565,Mbaengguu,baeg1237,bvd,Papunesia,-8.49014,160.771,Austronesian
566,Fataleka,fata1245,far,Papunesia,-8.59041,160.861,Austronesian
567,Bauro (Haununu),haun1237,bxa,Papunesia,,,Austronesian
568,Marau (Guadalcanal),area1240,alu,Papunesia,-9.20699,161.158,Austronesian
569,Babatana (Tunöe),baba1268,baa,Papunesia,-7.22281,157.149,Austronesian
570,Fagani (Agufi),aguf1237,faf,Papunesia,,,Austronesian
571,Sengga,seng1280,baa,Papunesia,,,Austronesian
572,Rawo,rawo1242,bxa,Papunesia,,,Austronesian
573,Maringe (Tataba),mari1427,mrn,Papunesia,,,Austronesian
574,Maringe (Leleghia),mari1427,mrn,Papunesia,,,Austronesian
575,Sa'a (Sa'a Village),saaa1240,apb,Papunesia,-9.60258,161.467,Austronesian
576,Sa'a (A'ulu Village),saaa1240,apb,Papunesia,-9.60258,161.467,Austronesian
577,Maringe (Kmagha),mari1427,mrn,Papunesia,,,Austronesian
578,Blablanga (Ghove),blab1237,blp,Papunesia,-8.15058,159.419,Austronesian
579,Mbughotu (Dhadhaje),bugh1239,bgt,Papunesia,-8.47948,159.802,Austronesian
580,Blablanga,blab1237,blp,Papunesia,-8.15058,159.419,Austronesian
581,Bauro (Pawa Village),baur1252,bxa,Papunesia,-10.5826,161.863,Austronesian
582,Bauro (Baroo Village),baur1252,bxa,Papunesia,-10.5826,161.863,Austronesian
583,Arosi (Oneibia Village),aros1241,aia,Papunesia,-10.2441,161.432,Austronesian
584,Arosi (Tawatana Village),aros1241,aia,Papunesia,-10.2441,161.432,Austronesian
585,'Are'are (Ma'asupa Village),area1240,alu,Papunesia,-9.20699,161.158,Austronesian
586,'Are'are (Waiahaa Village),area1240,alu,Papunesia,-9.20699,161.158,Austronesian
587,Lau (Walade),lauu1247,llu,Papunesia,-8.51018,160.872,Austronesian
588,Lau (North),lauu1247,llu,Papunesia,-8.51018,160.872,Austronesian
589,Manihiki,raka1237,rkh,Papunesia,-10.03,-161.09,Austronesian
590,Kuot,kuot1243,kto,Papunesia,-3.06952,151.537,Kuot
591,Tarangan Barat (Feruni),west2538,txn,Papunesia,-6.62046,134.168,Austronesian
592,Palu'e (Nitung),palu1252,ple,Papunesia,-8.32877,121.718,Austronesian
593,Qabiao,qabi1235,laq,Eurasia,23.2384,104.812,Tai-Kadai
594,Komering (Kayu Agung Asli),kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
595,"Komering (Ulu), Adumanis Village",kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
596,"Komering (Ilir), Palau Gemantung Village",kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
597,"Komering (Ulu), Perjaya Village",kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
598,"Komering (Ulu), Damarpura Village",kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
599,Lampung Api (Daya),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
600,Lampung Api (Ranau),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
601,Lampung Api (Sukau),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
602,Lampung Api (Krui),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
603,Lampung Api (Belalau),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
604,Lampung Api (Way Kanan),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
605,Lampung Api (Kota Agung),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
606,Lampung Api (Talang Padang),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
607,Lampung Api (Way Lima),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
608,Lampung Api (Sungkai),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
609,Lampung Api (Pubian),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
610,Lampung Api (Kalianda),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
611,Lampung Nyo (Melinting),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
612,Lampung Api (Jabung),lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
613,Komering (Kayu Agung Pendatang),kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
614,Lampung Nyo (Abung/Sukadana),lamp1242,abl,Papunesia,-4.43957,105.397,Austronesian
615,Lampung Nyo (Abung/Kotabumi),lamp1242,abl,Papunesia,-4.43957,105.397,Austronesian
616,Lampung Nyo (Menggala/Tulang Bawang),lamp1242,abl,Papunesia,-4.43957,105.397,Austronesian
617,Sewa,sewa1251,sew,Papunesia,-10.0277,150.956,Austronesian
618,Buol,buol1237,blf,Papunesia,0.97727,121.519,Austronesian
619,Bajo (Kolo Bawah),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
620,Bajo (Padei Laut),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
621,Bajo (Kayuadi),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
622,Bajo (Pitulua),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
623,Bajo (Bajoe),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
624,Bajo (Lauru),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
625,Bajo (Moramo),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
626,Bajo (Boepinang),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
627,Bajo (Lakaramba),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
628,Bajo (Kaleroang),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
629,Bajo (Lakonea),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
630,Bajo (Langara Laut),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
631,Bajo (Lapulu),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
632,Bajo (Luwuk),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
633,Bajo (Anaiwoi),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
634,Bajo (Lemo Bajo),indo1317,bdl,Papunesia,-3.68664,122.253,Austronesian
635,Babuza Ts82,babu1240,bzg,Papunesia,24.0017,120.585,Austronesian
636,Hoanya Ts82,papo1239,ppu,Papunesia,24.324,120.577,Austronesian
637,Papora Ts82,papo1239,ppu,Papunesia,24.324,120.577,Austronesian
638,Taokas Ts82,babu1240,bzg,Papunesia,24.0017,120.585,Austronesian
639,Hiw,hiww1237,hiw,Papunesia,-13.126367,166.584857,Austronesian
640,Eskayan,eska1234,esy,Papunesia,,,Artificial Language
641,Apma (Suru Mwerani),apma1240,app,Papunesia,-15.8559,168.189,Austronesian
642,Apma (Suru Kavian),apma1240,app,Papunesia,-15.8559,168.189,Austronesian
643,Sa (south-eastern dialect),saaa1241,sax,Papunesia,-15.9534,168.228,Austronesian
644,Sowa,sowa1244,sww,Papunesia,-15.82653,168.18653,Austronesian
645,Ske (Seke),seke1241,ske,Papunesia,-15.8839,168.197,Austronesian
646,Muyuw,muyu1244,myw,Papunesia,-9.195,152.731,Austronesian
647,Halia (Selau),hali1244,hla,Papunesia,-5.26603,154.662,Austronesian
648,Acehnese,achi1257,ace,Papunesia,3.90757,96.6032,Austronesian
649,Lungchow,nung1283,nut,Eurasia,20.8965,104.286,Tai-Kadai
650,Besemah,cent2053,pse,Papunesia,-3.79673,103.137,Austronesian
651,Tawala,tawa1275,tbo,Papunesia,-10.3115,150.644,Austronesian
652,Ternate (Pasar-Lingua franca),nort2828,max,Papunesia,-0.86437,128.323,Austronesian
653,Fijian (Suva Dialect),sout2864,fij,Papunesia,,,Austronesian
654,Marquesan (Nukuhiva dialect),nuku1261,mrq,Papunesia,,,Austronesian
655,Palembang Malay,mala1479,zlm,Eurasia,1.85856,103.0,Austronesian
656,Dusun Tuhauon (Tambunan),tamb1254,kzt,Papunesia,5.68284,116.373,Austronesian
657,Kinaray-a,kina1250,krj,Papunesia,10.8131,122.297,Austronesian
658,Proto-Polynesian,poly1242,,,,,Austronesian
659,Niuafo'ou,niua1240,num,Papunesia,-15.6014,-175.64,Austronesian
660,Capisano,capi1239,cps,Papunesia,11.4122,122.954,Austronesian
661,Karo Batak,bata1293,btx,Papunesia,2.12787,98.2517,Austronesian
662,"Thai, Siamese",thai1261,tha,Eurasia,14.192,100.671,Tai-Kadai
663,Sumbawa,sumb1241,smw,Papunesia,-8.71919,117.472,Austronesian
664,Rapa,rapa1245,ray,Papunesia,-27.6304,-144.338,Austronesian
665,Proto-Oceanic (Pawley),ocea1241,,,,,Austronesian
666,Vietnamese,viet1252,vie,Eurasia,20.681188,105.774071,Austroasiatic
667,Khmer,cent1989,khm,Eurasia,12.0515,105.015,Austroasiatic
668,Proto-Central Pacific,cent2060,,,,,Austronesian
669,Nimoa,nimo1246,nmw,Papunesia,-11.2297,153.158,Austronesian
670,Kalaw Kawaw Ya,kala1377,mwp,Australia,-10.6748,142.196,Pama-Nyungan
671,"Kalinga, Southern",sout2908,ksc,Papunesia,17.2936,121.068,Austronesian
672,"Kalinga, Limos",limo1248,kmk,Papunesia,17.6081,121.381,Austronesian
673,"Bontok, Eastern",cent2292,ebk,Papunesia,17.08,120.92,Austronesian
674,Tolaki,tola1247,lbw,Papunesia,-4.03577,121.888,Austronesian
675,Nuguria,nuku1259,nur,Papunesia,-3.40038,154.731,Austronesian
676,Mooriori,mori1267,,Papunesia,-44.0,-176.5,Austronesian
677,"Dong, Southern",sout2741,kmc,Eurasia,25.8874,109.222,Tai-Kadai
678,Itawis,itaw1240,itv,Papunesia,17.7329,121.58,Austronesian
679,Ibaloi,ibal1244,ibl,Papunesia,16.4263,120.695,Austronesian
680,Shan,shan1277,shn,Eurasia,21.5995,98.0342,Tai-Kadai
681,Kankanaey,kank1243,kne,Papunesia,16.8548,120.689,Austronesian
682,Proto-Greater Central Philippines,grea1284,,,,,Austronesian
683,Mon,monn1252,mnw,Eurasia,15.49394,98.122465,Austroasiatic
684,Proto-Southwestern Tai,wenm1239,,,,,Tai-Kadai
685,Maguindanaon,magu1243,mdh,Papunesia,6.9453,124.509,Austronesian
686,Sinauna,remo1247,agv,Papunesia,14.6254,121.453,Austronesian
687,Romblon,romb1245,rol,Papunesia,12.4047,122.56,Austronesian
688,Cuyonon,cuyo1237,cyo,Papunesia,10.3201,119.3,Austronesian
689,Tày (Cao Bằng),tayy1238,tyz,Eurasia,21.6448,106.167,Tai-Kadai
690,Proto-Kra,kada1291,,,,,Tai-Kadai
691,Gelao (Niupo),whit1267,giw,Eurasia,23.0196,105.07,Tai-Kadai
692,Proto-Hlai (Norquest),hlai1238,,,,,Tai-Kadai
693,Buyang (Ecun),baha1256,yha,Eurasia,23.0105,104.449,Tai-Kadai
694,Paha,baha1256,yha,Eurasia,23.0105,104.449,Tai-Kadai
695,Gelao (Zhenfeng),gree1278,giq,Eurasia,22.5632,104.698,Tai-Kadai
696,Lemerig,leme1238,lrz,Papunesia,-13.739697,167.420676,Austronesian
697,Proto-Lakkja,lakk1238,lbc,Eurasia,24.1169,110.106,Tai-Kadai
698,Proto-Tai,kamt1241,,,,,Tai-Kadai
699,Gelao (Wanzi),gree1278,giq,Eurasia,22.5632,104.698,Tai-Kadai
700,Gelao (Sanchong),gree1278,giq,Eurasia,22.5632,104.698,Tai-Kadai
